"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","B365H","B365D","B365A","GBH","GBD","GBA","IWH","IWD","IWA","LBH","LBD","LBA","SOH","SOD","SOA","SBH","SBD","SBA","WHH","WHD","WHA","GB.2.5","GB.2.5.1","B365.2.5","B365.2.5.1","GBAHH","GBAHA","GBAH","LBAHH","LBAHA","LBAH","B365AHH","B365AHA","B365AH","X","X.1","X.2","X.3","X.4","X.5","X.6"
"1","SP1","30/08/03","Albacete","Osasuna",0,2,"A",0,1,"A",2.3,3,3,2.35,3.1,2.9,2,3.1,3.2,2.2,3,3,2.3,3,2.88,2.3,3,2.87,2.2,3.1,2.87,2,1.71,2,1.72,2.05,1.75,-0.25,2.05,1.8,-0.25,2.05,1.85,-0.25,NA,NA,NA,NA,NA,NA,NA
"2","SP1","30/08/03","Ath Bilbao","Barcelona",0,1,"A",0,1,"A",2.6,3.2,2.5,2.75,3.15,2.4,2.9,3,2.2,2.375,3.2,2.6,2.6,3.2,2.4,2.6,3.2,2.4,2.6,3.1,2.4,1.71,2,1.8,1.9,1.77,2.05,0.25,1.75,2.1,0.25,1.8,2.1,0.25,NA,NA,NA,NA,NA,NA,NA
"3","SP1","30/08/03","Espanol","Sociedad",1,1,"D",1,0,"H",2.6,3.2,2.5,2.55,3.1,2.6,2.8,2.9,2.3,2.6,3.2,2.375,2.6,3,2.5,2.6,3,2.5,2.37,3.1,2.62,1.75,1.95,1.8,1.9,1.85,1.95,0,1.9,1.95,0,1.85,2.05,0,NA,NA,NA,NA,NA,NA,NA
"4","SP1","30/08/03","Malaga","Villarreal",0,0,"D",0,0,"D",2.3,3.2,2.875,2.3,3.1,3,2.3,2.9,2.8,2.25,3.2,2.75,2.38,3.1,2.7,2.37,3.1,2.7,2.2,3,3,2,1.71,1.9,1.8,2,1.8,-0.25,2.1,1.75,-0.25,2.1,1.8,-0.25,NA,NA,NA,NA,NA,NA,NA
"5","SP1","30/08/03","Real Madrid","Betis",2,1,"H",1,1,"D",1.364,4.333,7.5,1.35,4.35,8,1.45,3.8,5.4,1.4,3.75,7,1.3,4.5,8,1.3,4.5,8,1.36,3.75,8,1.5,2.35,1.61,2.2,1.9,1.9,-1.5,1.95,1.9,-1.5,1.975,1.925,-1.5,NA,NA,NA,NA,NA,NA,NA
"6","SP1","30/08/03","Valencia","Valladolid",1,1,"D",0,1,"A",1.4,3.75,8.5,1.45,3.8,7,1.5,3.7,5,1.444,3.6,6.5,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.75,7,1.95,1.75,1.9,1.8,1.85,1.95,-1.25,1.95,1.9,-1.25,2.025,1.875,-1.25,NA,NA,NA,NA,NA,NA,NA
"7","SP1","31/08/03","Celta","Murcia",1,1,"D",1,0,"H",1.444,3.6,8,1.45,3.8,7,1.45,3.8,5.4,1.444,3.6,6.5,1.44,3.6,7,1.44,3.6,7,1.44,3.3,7.5,1.79,1.9,1.83,1.83,1.8,2,-1.25,1.85,2,-1.25,1.875,2.025,-1.25,NA,NA,NA,NA,NA,NA,NA
"8","SP1","31/08/03","Santander","Mallorca",2,1,"H",1,0,"H",2.375,3.2,2.75,2.38,3.15,2.75,2.3,2.9,2.8,2.375,3.2,2.6,2.4,3.2,2.6,2.4,3.2,2.6,2.3,3.2,2.62,1.95,1.75,1.83,1.83,2.05,1.77,-0.25,2.1,1.75,-0.25,2.1,1.8,-0.25,NA,NA,NA,NA,NA,NA,NA
"9","SP1","31/08/03","Sevilla","Ath Madrid",1,0,"H",1,0,"H",2.2,3.2,3,2.25,3.1,3.05,2.1,2.9,3.2,2.25,3.2,2.75,2.25,3.1,2.88,2.25,3.1,2.87,2.25,3.1,2.8,2.05,1.65,1.9,1.8,1.95,1.85,-0.25,1.95,1.9,-0.25,1.9,2,-0.25,NA,NA,NA,NA,NA,NA,NA
"10","SP1","31/08/03","Zaragoza","La Coruna",0,1,"A",0,0,"D",3,3.2,2.2,2.9,3.25,2.25,2.8,2.9,2.3,2.8,3.2,2.2,2.88,3.2,2.2,2.87,3.2,2.2,2.62,3.1,2.37,1.85,1.85,1.8,1.9,1.9,1.9,0.25,1.9,1.95,0.25,1.95,1.95,0.25,NA,NA,NA,NA,NA,NA,NA
"11","SP1","02/09/03","Osasuna","Valencia",0,1,"A",0,0,"D",2.87,3.2,2.3,2.85,3.2,2.32,2.8,2.9,2.3,2.75,3.2,2.25,2.88,3.2,2.2,2.87,3.1,2.25,2.87,3.1,2.2,1.95,1.66,2.1,1.66,1.75,2.08,0.25,1.75,2.1,0.25,2,1.9,-0.75,NA,NA,NA,NA,NA,NA,NA
"12","SP1","02/09/03","Sociedad","Celta",1,1,"D",1,0,"H",1.9,3.25,3.75,1.9,3.3,3.7,1.9,3.1,3.5,1.8,3.25,3.75,1.91,3.2,3.6,1.9,3.2,3.6,1.9,3.2,3.5,1.74,1.85,1.83,1.83,1.9,1.9,-0.5,1.95,1.9,-0.5,1.95,1.95,-0.5,NA,NA,NA,NA,NA,NA,NA
"13","SP1","02/09/03","Villarreal","Real Madrid",1,1,"D",0,0,"D",4,3.4,1.8,4.25,3.4,1.81,3.6,3.1,1.85,4.333,3.2,1.727,4,3.4,1.73,4,3.4,1.75,3.75,3.3,1.8,1.66,1.95,1.72,2,1.7,2.05,0.75,1.95,1.9,0.5,1.975,1.925,0.5,NA,NA,NA,NA,NA,NA,NA
"14","SP1","03/09/03","Ath Madrid","Albacete",1,0,"H",0,0,"D",1.53,3.4,6.5,1.45,3.75,7,1.45,3.6,5.8,1.444,3.6,6.5,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.6,6.5,1.74,1.85,1.8,1.9,1.85,1.95,-1.25,1.95,1.9,-1.25,1.975,1.925,-1.25,NA,NA,NA,NA,NA,NA,NA
"15","SP1","03/09/03","Barcelona","Sevilla",1,1,"D",0,1,"A",1.57,3.4,6,1.53,3.65,5.75,1.5,3.7,5,1.571,3.5,5,1.44,3.75,6.5,1.44,3.75,6.5,1.5,3.6,5.5,1.75,1.9,1.8,1.9,2,1.8,-1,1.85,2,-0.75,1.9,2,-0.75,NA,NA,NA,NA,NA,NA,NA
"16","SP1","03/09/03","Betis","Espanol",2,2,"D",2,0,"H",1.72,3.25,4.75,1.7,3.4,4.6,1.8,3.1,3.8,1.667,3.25,4.5,1.73,3.2,4.5,1.72,3.2,4.5,1.66,3.3,4.5,1.85,1.74,2,1.72,1.95,1.85,-0.75,1.9,1.95,-0.75,1.95,1.95,-0.75,NA,NA,NA,NA,NA,NA,NA
"17","SP1","03/09/03","La Coruna","Ath Bilbao",2,0,"H",1,0,"H",1.57,3.4,6,1.5,3.75,6,1.5,3.5,5.4,1.571,3.25,5.5,1.5,3.5,6,1.5,3.5,6,1.5,3.4,6,1.7,1.9,1.8,1.9,2,1.8,-1,2.05,1.8,-1,1.8,2.1,-0.75,NA,NA,NA,NA,NA,NA,NA
"18","SP1","03/09/03","Mallorca","Zaragoza",2,0,"H",1,0,"H",1.72,3.4,4.5,1.75,3.4,4.25,1.8,3.1,3.8,1.727,3.2,4.333,1.67,3.4,4.5,1.66,3.4,4.5,1.72,3.4,4,1.74,1.85,1.9,1.8,2,1.8,-0.75,2.05,1.8,-0.75,2.025,1.875,-0.75,NA,NA,NA,NA,NA,NA,NA
"19","SP1","03/09/03","Murcia","Santander",1,1,"D",1,1,"D",2.25,3.2,2.9,2.15,3.2,3.1,2,3,3.3,2.1,3.2,3,2.25,3.2,2.8,2.25,3.2,2.8,2,3.2,3.2,1.9,1.7,1.9,1.8,1.85,1.95,-0.25,1.95,1.9,-0.25,1.875,2.025,-0.25,NA,NA,NA,NA,NA,NA,NA
"20","SP1","03/09/03","Valladolid","Malaga",1,0,"H",1,0,"H",1.9,3.25,3.75,1.95,3.25,3.6,1.9,3,3.6,2,3.2,3.2,1.91,3.2,3.6,1.9,3.2,3.6,1.9,3.2,3.5,1.9,1.7,2.1,1.66,1.95,1.85,-0.5,2,1.85,-0.5,1.975,1.925,-0.5,NA,NA,NA,NA,NA,NA,NA
"21","SP1","13/09/03","Celta","Betis",0,2,"A",0,1,"A",1.8,3.2,4.33,1.85,3.2,4.1,1.85,3.1,3.6,1.8,3.2,4,1.91,3.25,3.5,1.9,3.2,3.6,1.8,3.1,4,1.9,1.7,1.83,1.83,1.85,1.95,-0.5,1.95,1.9,-0.5,1.9,2,-0.5,NA,NA,NA,NA,NA,NA,NA
"22","SP1","13/09/03","Real Madrid","Valladolid",7,2,"H",3,0,"H",1.28,4.5,10,1.28,4.75,9.5,1.3,4.2,8,1.333,4,8,1.25,4.5,10,1.25,4.75,10,1.25,4.5,10,1.51,2.2,1.61,2.2,1.8,2,-1.5,1.8,2.05,-1.5,1.875,2.025,-1.5,NA,NA,NA,NA,NA,NA,NA
"23","SP1","13/09/03","Santander","Sociedad",0,1,"A",0,1,"A",2.6,3.2,2.5,2.65,3.05,2.55,2.5,3,2.5,2.5,3.2,2.5,2.62,3,2.5,2.6,3,2.5,2.4,3.1,2.6,1.7,1.9,1.9,1.8,1.85,1.95,0,1.8,2.05,0,1.9,2,-1,NA,NA,NA,NA,NA,NA,NA
"24","SP1","13/09/03","Sevilla","La Coruna",1,2,"A",0,1,"A",2.7,3.2,2.4,2.65,3.05,2.55,2.7,3,2.3,2.5,3.2,2.5,2.62,3,2.5,2.6,3,2.5,2.62,2.9,2.5,1.85,1.74,2,1.72,1.95,1.85,0,2.05,1.8,0,2,1.9,-1,NA,NA,NA,NA,NA,NA,NA
"25","SP1","14/09/03","Albacete","Barcelona",1,2,"A",0,1,"A",4.75,3.25,1.72,4.3,3.3,1.78,3.8,3.1,1.8,3.75,3.25,1.8,4.33,3.25,1.73,4.2,3.25,1.75,3.75,3.2,1.83,1.83,1.83,1.8,1.9,1.85,1.95,0.5,1.85,2,0.5,1.95,1.95,0.5,NA,NA,NA,NA,NA,NA,NA
"26","SP1","14/09/03","Ath Bilbao","Mallorca",4,0,"H",2,0,"H",2,3.2,3.5,2.02,3.15,3.5,1.9,3.1,3.5,1.909,3.2,3.5,2,3.25,3.25,2,3.1,3.4,1.9,3.2,3.5,1.74,1.85,1.9,1.8,1.8,2,-0.25,1.8,2.05,-0.25,1.8,2.1,-0.25,NA,NA,NA,NA,NA,NA,NA
"27","SP1","14/09/03","Espanol","Villarreal",1,2,"A",1,1,"D",2.25,3.2,2.9,2.3,3.1,2.93,2.1,2.9,3.2,2.25,3,2.875,2.25,3,3,2.3,3,2.87,2.1,3,3.2,1.9,1.7,1.9,1.8,2,1.8,-0.25,2,1.85,-0.25,2,1.9,-0.25,NA,NA,NA,NA,NA,NA,NA
"28","SP1","14/09/03","Osasuna","Ath Madrid",1,0,"H",1,0,"H",2.37,3.2,2.75,2.5,3.05,2.7,2.4,3,2.6,2.375,3.2,2.6,2.5,3,2.62,2.5,3,2.6,2.37,3.1,2.62,1.9,1.7,2,1.72,1.9,1.9,0,2.05,1.8,-0.25,2.05,1.85,-0.25,NA,NA,NA,NA,NA,NA,NA
"29","SP1","14/09/03","Valencia","Malaga",1,0,"H",1,0,"H",1.4,3.75,8.5,1.42,3.75,8,1.5,3.5,5.4,1.4,3.75,7,1.44,3.5,7,1.44,3.6,7,1.36,3.6,9,1.74,1.85,1.9,1.8,1.95,1.85,-1.25,1.95,1.9,-1.25,1.95,1.95,-1.25,NA,NA,NA,NA,NA,NA,NA
"30","SP1","14/09/03","Zaragoza","Murcia",3,0,"H",3,0,"H",2.1,3.2,3.25,2.02,3.1,3.65,1.8,3.1,3.8,2.1,3.2,3,2,3.25,3.25,2,3.1,3.4,1.9,3.1,3.6,1.9,1.7,2,1.72,1.8,2,-0.25,2.1,1.75,-0.5,1.8,2.1,-0.25,NA,NA,NA,NA,NA,NA,NA
"31","SP1","20/09/03","Ath Madrid","Valencia",0,3,"A",0,0,"D",2.37,3.2,2.75,2.5,3.1,2.65,2.3,3,2.7,2.5,2.875,2.625,2.4,3.1,2.7,2.4,3.1,2.7,2.5,3.1,2.5,1.95,1.66,2,1.72,1.9,1.9,0,1.9,1.95,0,1.925,1.975,0,NA,NA,NA,NA,NA,NA,NA
"32","SP1","20/09/03","Barcelona","Osasuna",1,1,"D",0,0,"D",1.36,4,8.5,1.33,4.25,9,1.35,4,7,1.3,4.333,8,1.33,4,8.5,1.33,4,8.5,1.33,4.2,7.5,1.61,2,1.72,2,1.95,1.85,-1.5,2,1.85,-1.5,2.05,1.85,-1.5,NA,NA,NA,NA,NA,NA,NA
"33","SP1","21/09/03","Betis","Santander",0,0,"D",0,0,"D",1.66,3.4,5,1.65,3.4,5,1.6,3.3,4.8,1.615,3.25,5,1.62,3.4,5,1.61,3.4,5,1.66,3.1,5,1.7,1.9,1.8,1.9,1.85,1.95,-0.75,1.8,2.05,-0.75,1.825,2.075,-0.75,NA,NA,NA,NA,NA,NA,NA
"34","SP1","21/09/03","La Coruna","Albacete",3,0,"H",0,0,"D",1.28,4.5,10,1.3,4.5,9.5,1.3,4.2,8,1.25,4.5,10,1.29,4.5,8.5,1.28,4.5,8.5,1.22,5,9.5,1.61,2,1.72,2,2,1.8,-1.75,2.05,1.8,-1.75,2.05,1.85,-1.75,NA,NA,NA,NA,NA,NA,NA
"35","SP1","21/09/03","Malaga","Real Madrid",1,3,"A",0,1,"A",5,3.4,1.66,5.1,3.5,1.6,4.4,3.3,1.65,4.5,3.5,1.615,4.5,3.4,1.67,4.5,3.4,1.66,5.5,3.3,1.57,1.61,2,1.66,2.1,1.9,1.9,1,1.95,1.9,1,1.95,1.95,1,NA,NA,NA,NA,NA,NA,NA
"36","SP1","21/09/03","Mallorca","Sevilla",1,1,"D",1,1,"D",2.1,3.25,3.2,2.15,3.2,3.1,2.1,3,3.1,2.2,3.2,2.8,2.1,3.2,3.1,2.1,3.2,3.1,2.1,3.1,3.1,1.74,1.85,1.9,1.8,1.9,1.9,-0.25,2.05,1.8,-0.5,2.125,1.775,-0.5,NA,NA,NA,NA,NA,NA,NA
"37","SP1","21/09/03","Murcia","Ath Bilbao",2,2,"D",1,1,"D",2.37,3.2,2.75,2.45,3.1,2.7,2.5,3,2.5,2.25,3.2,2.75,2.38,3.1,2.7,2.37,3.1,2.7,2.3,3.1,2.75,1.85,1.74,1.9,1.8,1.85,1.95,0,2.1,1.75,-0.25,2.1,1.8,-0.25,NA,NA,NA,NA,NA,NA,NA
"38","SP1","21/09/03","Sociedad","Zaragoza",3,0,"H",0,0,"D",1.57,3.4,6,1.6,3.4,5.5,1.6,3.3,4.8,1.5,3.4,6,1.57,3.4,5.5,1.57,3.4,5.5,1.57,3.3,5.5,1.7,1.9,1.8,1.9,2.05,1.75,-1,2,1.85,-1,2,1.9,-1,NA,NA,NA,NA,NA,NA,NA
"39","SP1","21/09/03","Valladolid","Espanol",3,1,"H",2,1,"H",2,3.2,3.5,2.1,3.1,3.35,2,3.1,3.2,1.833,3.2,3.75,2,3.1,3.4,2,3.1,3.4,2.1,3,3.2,1.9,1.7,2,1.72,1.85,1.95,-0.25,2.05,1.8,-0.5,2.1,1.8,-0.5,NA,NA,NA,NA,NA,NA,NA
"40","SP1","21/09/03","Villarreal","Celta",1,1,"D",0,0,"D",2.25,3.2,2.9,2.2,3.1,3.1,2,3.1,3.2,2.1,3.2,3,2.25,3.1,2.88,2.25,3.1,2.87,2.1,3.1,3.1,1.74,1.85,1.9,1.8,1.95,1.85,-0.25,1.9,1.95,-0.25,1.825,2.025,-0.25,NA,NA,NA,NA,NA,NA,NA
"41","SP1","27/09/03","Ath Bilbao","Sociedad",1,0,"H",0,0,"D",2.3,3.2,2.7,2.4,3.1,2.8,2.3,3,2.7,2.375,3.2,2.6,2.38,3.25,2.63,2.4,3,2.75,2.5,3.1,2.5,1.9,1.75,1.83,1.83,1.8,2,0,1.8,2.05,0,1.8,2.1,0,NA,NA,NA,NA,NA,NA,NA
"42","SP1","27/09/03","Celta","Valladolid",3,2,"H",0,1,"A",1.72,3.2,4.5,1.75,3.3,4.5,1.65,3.2,4.6,1.727,3.2,4.333,1.73,3.25,4.33,1.72,3.25,4.33,1.61,3.3,5,1.95,1.71,1.9,1.8,1.95,1.85,-0.75,1.95,1.9,-0.75,1.95,1.95,-0.75,NA,NA,NA,NA,NA,NA,NA
"43","SP1","27/09/03","Osasuna","La Coruna",3,2,"H",3,1,"H",2.8,3.2,2.25,2.95,3.2,2.25,3.1,3,2.1,3,3.2,2.1,3,3,2.25,3,3,2.25,3.1,3.1,2.1,1.83,1.83,1.9,1.8,NA,NA,NA,1.8,2.05,0.25,1.85,2.05,0.25,NA,NA,NA,NA,NA,NA,NA
"44","SP1","27/09/03","Valencia","Real Madrid",2,0,"H",1,0,"H",2.62,3.2,2.37,2.75,3.15,2.4,2.9,3,2.2,2.8,3.2,2.2,2.75,3.2,2.25,2.7,3.1,2.37,2.87,3.1,2.2,1.71,1.95,1.83,1.83,1.9,1.9,0.25,1.9,1.95,0.25,1.9,2,0.25,NA,NA,NA,NA,NA,NA,NA
"45","SP1","28/09/03","Albacete","Mallorca",2,0,"H",1,0,"H",2.6,3.2,2.4,2.6,3.2,2.5,2.5,3,2.5,2.6,3.2,2.375,2.63,3.25,2.38,2.6,3,2.5,2.6,3.1,2.4,1.95,1.71,1.9,1.8,1.95,1.85,0,2,1.85,0,1.975,1.925,0,NA,NA,NA,NA,NA,NA,NA
"46","SP1","28/09/03","Ath Madrid","Barcelona",0,0,"D",0,0,"D",2.5,3.2,2.5,2.7,3.15,2.45,2.5,3,2.5,2.75,3.2,2.25,2.4,3,2.75,2.6,3.2,2.4,2.62,3.2,2.3,1.71,1.95,1.8,1.9,1.8,2,0.25,1.8,2.05,0.25,1.8,2.1,0.25,NA,NA,NA,NA,NA,NA,NA
"47","SP1","28/09/03","Espanol","Malaga",1,2,"A",0,1,"A",2,3,3.5,2,3.2,3.5,1.85,3.1,3.6,1.909,3,3.75,2,3.25,3.25,2,3.1,3.4,1.9,3.2,3.5,1.83,1.83,1.9,1.8,1.97,1.83,-0.5,2,1.85,-0.5,2.05,1.85,-0.5,NA,NA,NA,NA,NA,NA,NA
"48","SP1","28/09/03","Santander","Villarreal",0,2,"A",0,0,"D",2.25,3.2,2.8,2.35,3.1,2.85,2.2,3,2.9,2.25,3.2,2.75,2.25,3,3,2.3,3,2.87,2.3,3.1,2.75,1.9,1.75,1.83,1.83,2,1.8,-0.25,2.05,1.8,-0.25,2.05,1.85,-0.25,NA,NA,NA,NA,NA,NA,NA
"49","SP1","28/09/03","Sevilla","Murcia",1,0,"H",0,0,"D",1.66,3.2,5,1.7,3.25,5,1.65,3.2,4.6,1.615,3.25,5,1.67,3.25,5,1.7,3.1,5,1.61,3.3,5,1.83,1.83,1.9,1.8,1.85,1.95,-0.75,1.85,2,-0.75,1.85,2.05,-0.75,NA,NA,NA,NA,NA,NA,NA
"50","SP1","28/09/03","Zaragoza","Betis",0,1,"A",0,0,"D",2.25,3.2,2.8,2.4,3.1,2.8,2.5,3,2.5,2.375,3.2,2.6,2.2,3.25,2.88,2.3,3.1,2.8,2.25,3.1,2.8,1.83,1.83,1.9,1.8,1.78,2.03,0,1.8,2.05,0,1.75,2.15,0,NA,NA,NA,NA,NA,NA,NA
"51","SP1","04/10/03","Betis","Ath Bilbao",1,1,"D",0,0,"D",1.9,3.25,3.5,1.95,3.25,3.6,1.85,3.1,3.6,1.8,3.2,4,1.91,3.2,3.6,1.9,3.2,3.6,2,3.1,3.3,1.85,1.74,1.83,1.83,1.95,1.85,-0.5,1.95,1.9,-0.5,2.05,1.85,-0.5,NA,NA,NA,NA,NA,NA,NA
"52","SP1","04/10/03","La Coruna","Ath Madrid",5,1,"H",2,1,"H",1.44,3.75,6.5,1.5,3.6,6.5,1.5,3.5,5.4,1.444,3.6,6.5,1.5,3.5,6,1.5,3.6,5.75,1.5,3.4,6,1.74,1.85,1.72,2,1.9,1.9,-1,1.9,1.95,-1,1.9,2,-1,NA,NA,NA,NA,NA,NA,NA
"53","SP1","04/10/03","Villarreal","Zaragoza",1,1,"D",1,1,"D",1.72,3.2,4.5,1.75,3.3,4.5,1.6,3.4,4.6,1.667,3.25,4.5,1.67,3.4,4.5,1.7,3.25,4.5,1.66,3.3,4.5,1.85,1.74,1.9,1.8,1.85,1.95,-0.75,1.85,2,-0.75,1.85,2.05,-0.75,NA,NA,NA,NA,NA,NA,NA
"54","SP1","05/10/03","Barcelona","Valencia",0,1,"A",0,1,"A",2.2,3.25,2.8,2.3,3.1,2.9,2.1,3,3.1,2.25,3.2,2.75,2.38,3.2,2.63,2.2,3.1,3,2.3,3.2,2.62,1.74,1.85,1.83,1.83,2.1,1.75,-0.25,2.1,1.75,-0.25,2.125,1.775,-0.25,NA,NA,NA,NA,NA,NA,NA
"55","SP1","05/10/03","Malaga","Celta",2,1,"H",1,0,"H",2.4,3.2,2.6,2.55,3,2.65,2.5,3,2.5,2.5,2.875,2.625,2.4,3.2,2.6,2.4,3.2,2.6,2.5,2.9,2.62,1.8,1.8,2,1.72,1.8,2,0,1.8,2.05,0,1.85,2.05,0,NA,NA,NA,NA,NA,NA,NA
"56","SP1","05/10/03","Mallorca","Osasuna",1,1,"D",0,0,"D",2,3.25,3.25,2.1,3.2,3.3,2,3.1,3.2,2.1,3.2,3,2,3.1,3.4,2,3.1,3.4,2.1,3.2,3,1.74,1.85,2,1.72,1.85,1.95,-0.25,1.85,2,-0.25,1.85,2.05,-0.25,NA,NA,NA,NA,NA,NA,NA
"57","SP1","05/10/03","Murcia","Albacete",1,0,"H",1,0,"H",1.9,3.25,3.5,1.95,3.15,3.75,1.9,3.1,3.5,1.833,3.2,3.75,2,3.1,3.4,2,3.1,3.4,1.9,3.2,3.5,1.85,1.74,2,1.72,1.95,1.85,-0.5,2,1.85,-0.5,2,1.9,-0.5,NA,NA,NA,NA,NA,NA,NA
"58","SP1","05/10/03","Real Madrid","Espanol",2,1,"H",0,0,"D",1.2,5,12,1.25,5,10,1.2,5,10,1.2,5,11,1.2,5,12,1.2,5,12,1.16,5.5,12,1.41,2.45,1.57,2.25,1.8,2,-1.75,1.8,2.05,-1.75,1.8,2.1,-1.75,NA,NA,NA,NA,NA,NA,NA
"59","SP1","05/10/03","Sociedad","Sevilla",1,1,"D",1,1,"D",1.66,3.2,5,1.7,3.3,4.8,1.65,3.2,4.6,1.667,3.25,4.5,1.67,3.25,4.75,1.7,3.25,4.5,1.61,3.3,5,1.85,1.74,1.83,1.83,2,1.8,-0.75,2,1.85,-0.75,1.95,1.95,-0.75,NA,NA,NA,NA,NA,NA,NA
"60","SP1","05/10/03","Valladolid","Santander",0,4,"A",0,1,"A",1.9,3.25,3.5,1.95,3.25,3.6,1.85,3.1,3.6,1.833,3.2,3.75,1.83,3.2,3.8,1.85,3.2,3.8,2,3.1,3.3,1.9,1.7,1.9,1.8,1.95,1.85,-0.5,NA,NA,NA,1.95,1.95,-0.5,NA,NA,NA,NA,NA,NA,NA
"61","SP1","18/10/03","Albacete","Sociedad",3,1,"H",0,0,"D",3.25,3.25,2,3.6,3.3,1.91,3.2,3.1,2,3.2,3.2,2,3.25,3.25,2,3.4,3.1,2,3.2,3,2.1,2,1.71,2,1.72,1.89,1.91,0.5,1.85,2,0.5,1.85,2.05,0.5,NA,NA,NA,NA,NA,NA,NA
