"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","B365H","B365D","B365A","GBH","GBD","GBA","IWH","IWD","IWA","LBH","LBD","LBA","SOH","SOD","SOA","SBH","SBD","SBA","WHH","WHD","WHA","GB.2.5","GB.2.5.1","B365.2.5","B365.2.5.1","GBAHH","GBAHA","GBAH","LBAHH","LBAHA","LBAH","B365AHH","B365AHA","B365AH","X","X.1","X.2","X.3","X.4","X.5","X.6"
"251","SP1","28/02/04","Betis","Sevilla",1,1,"D",1,1,"D",2.25,3.2,3.1,2.3,3,3.15,2.3,2.7,3,2.2,3,3,2.2,3,3.1,2.2,3,3.1,2.2,2.8,3.2,1.95,1.75,2.05,1.75,2,1.85,-0.25,1.95,1.9,-0.25,1.975,1.925,-0.25,NA,NA,NA,NA,NA,NA,NA
"252","SP1","28/02/04","Valladolid","Zaragoza",1,2,"A",1,1,"D",2.1,3.25,3,2.1,3.2,3.4,2,3,3.3,1.909,3.2,3.5,2,3.2,3.3,2,3.2,3.3,2,3.1,3.3,1.95,1.75,2.05,1.75,1.95,1.9,-0.25,1.9,1.95,-0.25,1.9,2,-0.25,NA,NA,NA,NA,NA,NA,NA
"253","SP1","29/02/04","Espanol","Valencia",2,1,"H",1,0,"H",4.333,3.25,1.727,4.75,3.3,1.75,4.4,3.3,1.65,4,3.2,1.8,4,3.4,1.73,4,3.4,1.75,5,3.1,1.66,1.85,1.85,2,1.8,1.95,1.75,0.5,2.05,1.8,0.5,2.15,1.75,0.5,NA,NA,NA,NA,NA,NA,NA
"254","SP1","29/02/04","La Coruna","Barcelona",2,3,"A",0,2,"A",2.1,3.25,3.4,2.15,3.2,3.25,1.85,3.1,3.6,2.1,3.2,3,2,3.2,3.3,2,3.2,3.3,2,3.1,3.3,1.85,1.85,2,1.8,1.85,2,-0.25,2.05,1.8,-0.5,2.1,1.8,-0.5,NA,NA,NA,NA,NA,NA,NA
"255","SP1","29/02/04","Malaga","Santander",1,0,"H",1,0,"H",2,3.25,3.25,2.05,3.25,3.45,2.2,2.8,3.1,2.1,3.2,3,2,3.2,3.3,2,3.2,3.3,2,3.1,3.3,1.75,1.95,1.85,1.95,1.9,1.95,-0.25,1.9,1.95,-0.25,1.95,1.95,-0.25,NA,NA,NA,NA,NA,NA,NA
"256","SP1","29/02/04","Mallorca","Ath Madrid",0,1,"A",0,0,"D",2.3,3.2,2.7,2.25,3.25,3,2.5,3,2.5,2.2,3.2,2.8,2.25,3.1,2.88,2.25,3.1,2.87,2.3,3.1,2.75,1.79,1.9,1.95,1.85,2.05,1.8,-0.25,2,1.85,-0.25,2.1,1.8,-0.25,NA,NA,NA,NA,NA,NA,NA
"257","SP1","29/02/04","Murcia","Osasuna",0,1,"A",0,1,"A",2.5,3.2,2.5,2.7,3.1,2.55,2.6,2.8,2.6,2.5,3.2,2.5,2.6,3,2.5,2.6,3,2.5,2.5,3.1,2.5,2,1.71,2.2,1.65,1.9,1.95,0,1.9,1.95,0,1.95,1.95,0,NA,NA,NA,NA,NA,NA,NA
"258","SP1","29/02/04","Real Madrid","Celta",4,2,"H",0,1,"A",1.333,4.5,9,1.35,4.3,9,1.4,3.9,6,1.3,4,9,1.29,4.5,8.5,1.28,4.5,8.5,1.28,4.5,8,1.65,2.05,1.7,2.1,1.8,2.05,-1.25,1.85,2,-1.25,1.85,2.05,-1.25,NA,NA,NA,NA,NA,NA,NA
"259","SP1","29/02/04","Sociedad","Albacete",0,1,"A",0,0,"D",1.571,3.4,5.5,1.6,3.5,5.75,1.65,3.3,4.4,1.615,3.25,5,1.53,3.5,5.5,1.53,3.5,5.5,1.57,3.3,5.5,1.9,1.79,1.95,1.85,1.85,2,-0.75,1.8,2.05,-0.75,1.775,2.125,-0.75,NA,NA,NA,NA,NA,NA,NA
"260","SP1","29/02/04","Villarreal","Ath Bilbao",0,1,"A",0,1,"A",2.2,3.25,2.8,2.25,3.1,3.15,2.2,2.9,3,2.25,3,2.875,2.25,3.1,2.88,2.25,3.1,2.87,2.2,3,3,1.9,1.79,1.9,1.9,1.95,1.9,-0.25,1.9,1.95,-0.25,1.95,1.95,-0.25,NA,NA,NA,NA,NA,NA,NA
"261","SP1","06/03/04","Celta","Espanol",1,5,"A",0,2,"A",1.8,3.2,4,1.82,3.4,4.15,1.7,3.2,4.2,1.8,3.25,3.75,1.8,3.25,4,1.8,3.25,4,1.8,3.1,4,1.79,1.9,1.95,1.85,1.55,2.3,-0.25,1.8,2.05,-0.5,1.8,2.1,-0.5,NA,NA,NA,NA,NA,NA,NA
"262","SP1","06/03/04","Osasuna","Sociedad",1,1,"D",1,0,"H",2.1,3.25,3,2.15,3.2,3.25,2.2,2.9,3,1.909,3.2,3.5,2.1,3.25,3,2.1,3.25,3,2,3.1,3.3,2.15,1.6,2.05,1.75,1.85,2,-0.25,1.85,2,-0.25,1.85,2.05,-0.25,NA,NA,NA,NA,NA,NA,NA
"263","SP1","06/03/04","Santander","Real Madrid",1,1,"D",1,1,"D",5,3.4,1.727,4.7,3.4,1.75,3.8,3.1,1.8,4.333,3.2,1.727,4.5,3.4,1.67,4.5,3.4,1.66,4,3.1,1.8,1.75,1.95,1.8,2,1.97,1.75,0.5,1.75,2.1,0.75,2.1,1.8,0.5,NA,NA,NA,NA,NA,NA,NA
"264","SP1","06/03/04","Valencia","La Coruna",3,0,"H",1,0,"H",2.1,3.2,3.5,2.1,3.2,3.4,2,3.1,3.2,1.909,3.2,3.5,2.1,3.1,3.2,2.1,3.1,3.2,2.1,2.87,3.3,1.9,1.79,2.05,1.75,1.8,2.05,-0.25,1.8,2.05,-0.25,1.875,2.025,-0.25,NA,NA,NA,NA,NA,NA,NA
"265","SP1","07/03/04","Albacete","Betis",1,0,"H",1,0,"H",2.5,3.2,2.5,2.6,3.2,2.6,2.5,2.9,2.6,2.625,2.875,2.5,2.5,3,2.6,2.5,3,2.6,2.37,3,2.7,1.9,1.79,2.1,1.7,2.2,1.6,-0.25,1.9,1.95,0,1.8,2.1,0,NA,NA,NA,NA,NA,NA,NA
"266","SP1","07/03/04","Ath Bilbao","Valladolid",1,4,"A",0,3,"A",1.615,3.4,5,1.65,3.5,5.15,1.65,3.2,4.6,1.571,3.25,5.5,1.57,3.5,5.25,1.57,3.5,5.25,1.57,3.3,5.5,1.9,1.79,2,1.8,1.9,1.95,-0.75,1.9,1.95,-0.75,1.85,2.05,-0.75,NA,NA,NA,NA,NA,NA,NA
"267","SP1","07/03/04","Ath Madrid","Murcia",1,1,"D",0,0,"D",1.444,4,7.5,1.4,4.1,8,1.3,4,8.5,1.4,3.75,7,1.36,4,7.5,1.36,4,7.5,1.4,3.6,7.5,1.75,1.95,1.95,1.85,2.15,1.65,-1.25,1.95,1.9,-1,1.875,2.025,-1,NA,NA,NA,NA,NA,NA,NA
"268","SP1","07/03/04","Barcelona","Mallorca",3,2,"H",2,0,"H",1.364,3.75,8.5,1.4,4,8.25,1.37,3.9,6.5,1.4,3.75,7,1.36,4,7.5,1.36,4,7.5,1.36,3.75,8,1.71,2,1.75,2.05,1.97,1.75,-1.25,1.85,2,-1,1.8,2.1,-1,NA,NA,NA,NA,NA,NA,NA
"269","SP1","07/03/04","Sevilla","Villarreal",2,0,"H",0,0,"D",1.909,3.25,3.5,1.92,3.3,3.85,1.9,3,3.6,1.727,3.2,4.333,1.83,3.3,3.75,1.83,3.3,3.75,1.83,3.2,3.75,1.95,1.75,1.95,1.85,1.65,2.15,-0.25,1.9,1.95,-0.5,2,1.9,-0.5,NA,NA,NA,NA,NA,NA,NA
"270","SP1","07/03/04","Zaragoza","Malaga",1,0,"H",0,0,"D",2.1,3.25,3,2.15,3.2,3.25,2.1,2.9,3.2,1.909,3.2,3.5,2.2,3.1,3,2.2,3.1,3,2.1,3,3.2,1.79,1.9,2.05,1.75,1.95,1.9,-0.25,1.9,1.95,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","SP1","13/03/04","Real Madrid","Zaragoza",1,1,"D",1,1,"D",1.286,4.5,9,1.3,5,9,1.22,4.8,9.5,1.286,4.333,9,1.25,4.5,11,1.25,4.5,11,1.25,4.5,10,1.55,2.25,1.75,2.05,1.7,2.05,-1.25,2,1.85,-1.5,2.075,1.825,-1.5,NA,NA,NA,NA,NA,NA,NA
"272","SP1","13/03/04","Sociedad","Ath Madrid",2,1,"H",2,0,"H",2.25,3.2,2.8,2.25,3.15,3.1,2,3,3.3,2.1,3,3.2,2.2,3.2,2.88,2.2,3.2,2.88,2.25,3.1,2.8,1.95,1.75,2.05,1.75,1.95,1.9,-0.25,1.9,1.95,-0.25,1.975,1.925,-0.25,NA,NA,NA,NA,NA,NA,NA
"273","SP1","14/03/04","Betis","Osasuna",1,1,"D",1,1,"D",2,3,3.5,2.1,3.1,3.5,1.9,2.9,3.8,2,3,3.4,2,3,3.5,2,3,3.5,2.1,2.87,3.3,2.05,1.65,2.25,1.61,1.9,1.98,-0.25,1.9,1.95,-0.25,1.85,2.05,-0.25,NA,NA,NA,NA,NA,NA,NA
"274","SP1","14/03/04","Celta","Valencia",0,2,"A",0,1,"A",3.4,3.25,2.1,3.3,3.25,2.1,3.1,3,2.1,3.5,3.2,1.909,3.75,3.25,1.83,3.4,3.1,2,3.6,3.1,1.9,1.79,1.9,1.95,1.85,1.64,2.1,0.5,1.9,1.95,0.25,1.975,1.925,0.25,NA,NA,NA,NA,NA,NA,NA
"275","SP1","14/03/04","Espanol","Santander",0,1,"A",0,0,"D",2.1,3.25,3,2.15,3.25,3.25,2,3,3.3,2,3.2,3.2,2.1,3.2,3.1,2.1,3.2,3.1,2.1,3.1,3.1,1.79,1.9,2,1.8,1.85,2,-0.25,1.85,2,-0.25,1.925,1.975,-0.25,NA,NA,NA,NA,NA,NA,NA
"276","SP1","14/03/04","Malaga","Ath Bilbao",2,1,"H",0,1,"A",2.25,3.2,2.8,2.25,3.2,3.05,2.2,2.9,3,2.25,3,2.875,2.3,3.1,2.8,2.3,3.1,2.8,2.25,3.1,2.8,1.79,1.9,1.95,1.85,2,1.85,-0.25,1.95,1.9,-0.25,1.975,1.925,-0.25,NA,NA,NA,NA,NA,NA,NA
"277","SP1","14/03/04","Mallorca","La Coruna",4,2,"H",2,1,"H",2.8,3.25,2.2,3,3.25,2.25,2.9,3,2.2,2.6,3.2,2.375,2.88,3.2,2.2,2.88,3.2,2.2,2.87,3.1,2.2,1.85,1.85,2.05,1.75,1.56,2.25,0.5,1.85,2,0.25,1.95,1.95,0.25,NA,NA,NA,NA,NA,NA,NA
"278","SP1","14/03/04","Murcia","Barcelona",0,2,"A",0,1,"A",4.5,3.4,1.667,5.2,3.7,1.61,4.6,3.4,1.6,5,3.25,1.615,5,3.4,1.62,5,3.4,1.62,4.5,3.3,1.66,1.71,2,1.85,1.95,2.16,1.61,0.5,1.95,1.9,0.75,1.975,1.925,0.75,NA,NA,NA,NA,NA,NA,NA
"279","SP1","14/03/04","Valladolid","Sevilla",2,0,"H",0,0,"D",2.25,3.25,2.75,2.35,3.15,2.9,2.2,2.9,3,2.25,3.2,2.75,2.25,3.1,2.88,2.25,3.1,2.88,2.3,3,2.8,1.95,1.75,2.2,1.65,2.1,1.77,-0.25,1.75,2.1,0,2.1,1.8,-0.25,NA,NA,NA,NA,NA,NA,NA
"280","SP1","14/03/04","Villarreal","Albacete",2,1,"H",0,1,"A",1.8,3.25,4,1.8,3.3,4.5,1.8,3.1,3.8,1.8,3.2,4,1.73,3.25,4.33,1.73,3.25,4.33,1.83,3,4,2,1.71,2.1,1.7,1.6,2.2,-0.25,1.85,2,-0.5,1.85,2.05,-0.5,NA,NA,NA,NA,NA,NA,NA
"281","SP1","20/03/04","Ath Bilbao","Real Madrid",4,2,"H",2,0,"H",3,3.25,2.1,3.1,3.25,2.2,3,2.9,2.2,2.875,3,2.25,3.1,3.2,2.1,3.1,3.2,2.1,2.87,3.1,2.2,1.75,1.95,1.85,1.95,1.9,1.95,0.25,1.95,1.9,-0.25,1.95,1.95,-0.25,NA,NA,NA,NA,NA,NA,NA
"282","SP1","20/03/04","Ath Madrid","Betis",2,1,"H",0,0,"D",1.909,3.25,3.5,2.1,3.1,3.5,2.1,2.9,3.2,1.909,3,3.75,2,3.1,3.4,2,3.1,3.4,1.9,3.1,3.6,1.95,1.75,2.1,1.7,1.45,2.6,0,1.9,1.95,0.25,1.9,2,0.25,NA,NA,NA,NA,NA,NA,NA
"283","SP1","20/03/04","La Coruna","Murcia",1,0,"H",1,0,"H",1.286,4.5,8.5,1.26,5.2,10,1.25,4.5,9,1.3,4.333,8,1.22,5,10,1.22,5,10,1.28,4.5,8,1.65,2.05,1.9,1.9,1.6,2.2,-1.25,1.95,1.9,-1,1.775,2.125,-0.75,NA,NA,NA,NA,NA,NA,NA
"284","SP1","21/03/04","Albacete","Valladolid",2,0,"H",1,0,"H",2.1,3.25,3,2.1,3.25,3.35,2,3,3.3,2.1,3.2,3,2.1,3.2,3.1,2.1,3.2,3.1,2,3.1,3.3,1.95,1.75,2.05,1.75,1.6,2.2,0,1.9,1.95,-0.25,1.85,2.05,-0.25,NA,NA,NA,NA,NA,NA,NA
"285","SP1","21/03/04","Barcelona","Sociedad",1,0,"H",0,0,"D",1.444,4,7.5,1.5,3.8,6.6,1.5,3.7,5,1.444,3.6,6.5,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.6,6.5,1.75,1.95,1.8,2,1.9,1.85,-1,2,1.85,-1.5,2,1.9,-1.5,NA,NA,NA,NA,NA,NA,NA
"286","SP1","21/03/04","Osasuna","Villarreal",2,1,"H",1,0,"H",2,3,3.5,2,3.25,3.6,1.9,3.1,3.5,1.833,3.2,3.75,2,3.2,3.3,2,3.2,3.3,2,3,3.4,2,1.71,2.1,1.7,1.7,2.05,-0.25,2,1.85,-0.5,2.1,1.8,-0.5,NA,NA,NA,NA,NA,NA,NA
"287","SP1","21/03/04","Santander","Celta",4,4,"D",2,1,"H",1.909,3.25,3.5,2.1,3.25,3.35,2,3.1,3.2,1.909,3.2,3.5,2,3.2,3.3,2,3.2,3.3,2,3.1,3.3,1.85,1.85,1.9,1.9,1.6,2.2,0,1.95,1.9,-0.25,1.95,1.95,-0.25,NA,NA,NA,NA,NA,NA,NA
"288","SP1","21/03/04","Sevilla","Malaga",0,1,"A",0,0,"D",2,3.25,3.25,2,3.25,3.6,1.9,3.1,3.5,1.8,3.25,3.75,1.91,3.25,3.5,1.9,3.25,3.5,1.83,3.2,3.75,1.95,1.75,2.05,1.75,1.7,2.05,-0.25,1.95,1.9,-0.5,2,1.9,-0.5,NA,NA,NA,NA,NA,NA,NA
"289","SP1","21/03/04","Valencia","Mallorca",5,1,"H",1,0,"H",1.4,3.75,7.5,1.44,4,7.5,1.35,4,7,1.444,3.6,6.5,1.36,4,7.5,1.36,4,7.5,1.4,3.6,7.5,1.75,1.95,1.85,1.95,2.15,1.65,-1.25,1.85,2,-1,1.85,2.05,-1,NA,NA,NA,NA,NA,NA,NA
"290","SP1","21/03/04","Zaragoza","Espanol",1,1,"D",1,1,"D",1.833,3.25,3.75,2,3.25,3.6,1.9,3.1,3.5,1.8,3.2,4,1.85,3.25,3.75,1.85,3.25,3.75,2,3.1,3.3,1.85,1.85,2,1.8,1.7,2.05,-0.25,2.05,1.8,-0.5,2.05,1.85,-0.5,NA,NA,NA,NA,NA,NA,NA
"291","SP1","27/03/04","Espanol","Ath Bilbao",2,1,"H",1,0,"H",2.5,3.25,2.7,2.45,3.2,2.75,2.5,3,2.5,2.4,3,2.625,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.1,2.62,2,1.71,2,1.8,2.05,1.7,-0.25,1.8,2.05,0,1.825,2.075,0,NA,NA,NA,NA,NA,NA,NA
"292","SP1","27/03/04","Sociedad","La Coruna",1,2,"A",1,1,"D",2.5,3.2,2.5,2.6,3.15,2.6,2.4,2.9,2.7,2.5,2.875,2.625,2.6,3,2.5,2.6,3,2.5,2.4,3.1,2.6,2,1.71,2,1.8,2.2,1.6,-0.25,1.8,2.05,0,1.85,2.05,0,NA,NA,NA,NA,NA,NA,NA
"293","SP1","28/03/04","Celta","Zaragoza",0,2,"A",0,0,"D",2.1,3.25,3,2.1,3.25,3.35,2,3,3.3,2.1,3.2,3,2.2,3.2,2.88,2,3.25,3.25,2,3.2,3.2,1.9,1.79,1.95,1.85,1.45,2.6,0,1.75,2.1,-0.25,2.05,1.85,-0.5,NA,NA,NA,NA,NA,NA,NA
"294","SP1","28/03/04","Malaga","Albacete",1,1,"D",0,1,"A",1.8,3.25,4,1.8,3.3,4.5,1.8,3.1,3.8,1.667,3.25,4.5,1.75,3.25,4.2,1.75,3.25,4.2,1.72,3.2,4.33,2,1.71,2,1.8,1.5,2.45,-0.25,1.8,2.05,-0.5,1.825,2.075,-0.5,NA,NA,NA,NA,NA,NA,NA
"295","SP1","28/03/04","Murcia","Mallorca",2,0,"H",1,0,"H",2.625,3.2,2.375,2.85,3.25,2.35,3.2,3.1,2,2.6,3.2,2.375,2.75,3.2,2.3,2.75,3.2,2.3,2.62,3.1,2.37,1.95,1.75,1.95,1.85,2.3,1.55,-0.25,2.05,1.8,0,2.1,1.8,0,NA,NA,NA,NA,NA,NA,NA
"296","SP1","28/03/04","Real Madrid","Sevilla",5,1,"H",2,0,"H",1.333,4.5,9,1.33,4.3,10,1.27,4.3,8.5,1.333,4,8,1.33,4.2,8,1.33,4.2,8,1.28,4.33,8.5,1.65,2.05,1.8,2,1.78,2.07,-1.25,1.8,2.05,-1.25,1.8,2.1,-1.25,NA,NA,NA,NA,NA,NA,NA
"297","SP1","28/03/04","Santander","Valencia",0,3,"A",0,2,"A",3.25,3.25,2,3.65,3.35,1.95,3.3,3,2,3.4,3,2,3.3,3.2,2,3.3,3.2,2,3.6,3.1,1.9,2,1.71,2,1.8,2.1,1.67,0.25,1.9,1.95,0.5,1.9,2,0.5,NA,NA,NA,NA,NA,NA,NA
"298","SP1","28/03/04","Valladolid","Osasuna",1,1,"D",1,0,"H",2.3,3.2,2.7,2.35,3.1,3,2.3,2.8,2.9,2.25,3,2.875,2.3,3,2.88,2.3,3,2.87,2.3,3,2.8,2.05,1.65,2.25,1.6,2.15,1.65,-0.25,1.75,2.1,0,1.8,2.1,0,NA,NA,NA,NA,NA,NA,NA
"299","SP1","28/03/04","Villarreal","Ath Madrid",0,0,"D",0,0,"D",2.25,3.25,2.75,2.3,3.2,3,2.1,2.9,3.2,2.2,3.2,2.8,2.2,3.1,3,2.2,3.1,3,2.1,3.1,3.1,2,1.71,1.95,1.85,1.7,2.05,0,2,1.85,-0.25,2.1,1.8,-0.25,NA,NA,NA,NA,NA,NA,NA
"300","SP1","03/04/04","Albacete","Real Madrid",1,2,"A",0,1,"A",5,3.4,1.727,4.75,3.4,1.7,4,3.2,1.75,4.5,3.25,1.667,5,3.2,1.67,5,3.2,1.66,4.2,3.25,1.72,1.85,1.85,1.8,2,1.95,1.9,0.75,1.9,1.95,0.75,1.975,1.925,0.75,NA,NA,NA,NA,NA,NA,NA
"301","SP1","03/04/04","Barcelona","Villarreal",0,0,"D",0,0,"D",1.5,3.75,7,1.45,4,6.8,1.4,3.9,6,1.4,3.75,7,1.4,3.6,8,1.4,3.6,8,1.4,3.5,8,1.75,1.95,1.85,1.95,2,1.73,-1.25,1.85,2,-1,1.825,2.075,-1,NA,NA,NA,NA,NA,NA,NA
"302","SP1","03/04/04","Sevilla","Espanol",1,0,"H",0,0,"D",1.833,3.25,3.75,1.85,3.35,4,1.85,3.1,3.6,1.833,3.2,3.75,1.85,3.2,3.75,1.85,3.2,3.75,1.83,3.2,3.75,1.95,1.75,2.05,1.75,1.55,2.3,-0.25,1.95,1.9,-0.5,2.025,1.875,-0.5,NA,NA,NA,NA,NA,NA,NA
"303","SP1","04/04/04","Ath Bilbao","Celta",0,0,"D",0,0,"D",1.8,3.25,4,1.75,3.35,4.6,1.75,3.2,4,1.727,3.2,4.333,1.73,3.2,4.5,1.72,3.2,4.5,1.66,3.3,4.5,1.79,1.9,1.85,1.95,2.2,1.6,-1,2.05,1.8,-0.75,1.825,2.075,-0.5,NA,NA,NA,NA,NA,NA,NA
"304","SP1","04/04/04","Ath Madrid","Valladolid",2,1,"H",2,0,"H",1.667,3.4,5,1.65,3.4,5.35,1.65,3.3,4.4,1.667,3.25,4.5,1.67,3.2,5,1.66,3.2,5,1.66,3.1,5,1.9,1.79,1.95,1.85,2.15,1.65,-1,1.95,1.9,-0.75,1.95,1.95,-0.75,NA,NA,NA,NA,NA,NA,NA
"305","SP1","04/04/04","La Coruna","Betis",2,2,"D",2,1,"H",1.533,3.4,6,1.55,3.6,6.1,1.65,3.3,4.4,1.5,3.25,6.5,1.53,3.5,5.5,1.53,3.5,5.5,1.5,3.4,6,1.75,1.95,1.95,1.85,2.05,1.7,-1,1.8,2.05,-0.75,1.85,2.05,-0.75,NA,NA,NA,NA,NA,NA,NA
"306","SP1","04/04/04","Mallorca","Sociedad",1,1,"D",0,1,"A",2.25,3.25,2.75,2.3,3.25,2.9,2.3,3,2.7,2.2,3.2,2.8,2.3,3,2.88,2.3,3,2.87,2.25,3.1,2.8,1.85,1.85,2,1.8,1.7,2.05,0,NA,NA,NA,2.1,1.8,-0.25,NA,NA,NA,NA,NA,NA,NA
"307","SP1","04/04/04","Osasuna","Malaga",1,1,"D",1,0,"H",1.909,3.2,3.6,2,3.1,3.8,2.1,2.9,3.2,1.909,3.2,3.5,2,3.1,3.4,2,3.1,3.4,2,3.1,3.3,2.2,1.71,2.2,1.65,1.45,2.6,0,1.85,2,-0.25,1.825,2.075,-0.25,NA,NA,NA,NA,NA,NA,NA
"308","SP1","04/04/04","Valencia","Murcia",2,0,"H",0,0,"D",1.222,5.5,13,1.2,5.7,13,1.2,5,10,1.2,5,11,1.2,5,13,1.2,5,13,1.2,5,11,1.55,2.25,1.7,2.1,1.5,2.45,-1.25,1.8,2.05,-1.5,1.825,2.075,-1.5,NA,NA,NA,NA,NA,NA,NA
"309","SP1","04/04/04","Zaragoza","Santander",2,2,"D",1,0,"H",1.909,3.2,3.6,2,3.2,3.65,1.9,3,3.6,1.8,3.25,3.75,2,3.1,3.4,2,3.1,3.4,2,3.1,3.3,1.85,1.85,2.05,1.75,1.45,2.6,0,1.75,2.1,-0.25,1.8,2.1,-0.25,NA,NA,NA,NA,NA,NA,NA
"310","SP1","10/04/04","Celta","Sevilla",0,0,"D",0,0,"D",2.2,3.25,3.2,2.1,3.3,3.3,2,3.1,3.2,2.1,3.2,3,2.2,3.1,3,2.1,3.1,3.2,2.2,3,3,2,1.71,1.95,1.85,1.5,2.45,0,1.8,2.05,-0.25,1.85,2.05,-0.25,NA,NA,NA,NA,NA,NA,NA
"311","SP1","10/04/04","Malaga","Ath Madrid",3,1,"H",2,1,"H",2.2,3.25,2.8,2.25,3.2,3.1,2.3,2.9,2.8,2.2,3,3,2.2,3.1,3,2.2,3.1,3,2.2,3,3,1.85,1.85,1.95,1.85,1.65,2.15,0,2.05,1.8,-0.25,2.05,1.85,-0.25,NA,NA,NA,NA,NA,NA,NA
"312","SP1","10/04/04","Valladolid","Barcelona",1,3,"A",0,2,"A",3,3.25,2.1,3.35,3.25,2.1,3.2,2.9,2.1,3.2,3.2,2,3.2,3.1,2.1,3.2,3.1,2.1,3.3,3.1,2,1.9,1.79,1.95,1.85,2,1.85,0.25,2,1.85,0.25,2.05,1.85,0.25,NA,NA,NA,NA,NA,NA,NA
"313","SP1","11/04/04","Betis","Mallorca",0,2,"A",0,1,"A",1.833,3.25,3.75,1.9,3.25,4,1.85,3,3.8,1.833,3.2,3.75,1.83,3.25,3.75,1.83,3.25,3.75,1.8,3.1,4,1.95,1.75,2,1.8,1.6,2.2,-0.25,1.8,2.05,-0.5,1.9,2,-0.5,NA,NA,NA,NA,NA,NA,NA
